book,chapter,verse,entity,label
,46,20,Potipherah,PERSON
,46,20,On,PERSON
,46,21,Benjamin,PERSON
,46,21,Belah,ORG
,46,21,Becher,PERSON
,46,21,Ashbel,GPE
,46,21,Gera,PERSON
,46,21,Naaman,PERSON
,46,21,Ehi,PERSON
,46,21,Rosh,PERSON
,46,21,Muppim,GPE
,46,21,Huppim,ORG
,46,21,Ard,PERSON
,46,22,Rachel,PERSON
,46,22,Jacob,PERSON
,46,22,fourteen,CARDINAL
,46,23,Dan,PERSON
,46,23,Hushim,ORG
,46,24,Naphtali,PERSON
,46,24,Jahzeel,PERSON
,46,24,Guni,PERSON
,46,24,Jezer,PERSON
,46,24,Shillem,PERSON
,46,25,Bilhah,ORG
,46,25,Laban,PERSON
,46,25,Rachel,PERSON
,46,25,daughter,PERSON
,46,25,Jacob,PERSON
,46,25,seven,CARDINAL
,46,26,Jacob,PERSON
,46,26,Egypt,GPE
,46,26,Jacob,PERSON
,46,26,threescore and six,CARDINAL
,46,27,Joseph,PERSON
,46,27,Egypt,GPE
,46,27,two,CARDINAL
,46,27,Jacob,PERSON
,46,27,Egypt,GPE
,46,27,threescore and ten,CARDINAL
,46,28,Judah,PERSON
,46,28,Joseph,PERSON
,46,28,Goshen,GPE
,46,28,Goshen,GPE
,46,29,Joseph,PERSON
,46,29,Israel,GPE
,46,29,Goshen,GPE
,46,29,on,PERSON
,46,29,on,PERSON
,46,30,Israel,GPE
,46,30,Joseph,PERSON
,46,31,Joseph,PERSON
,46,31,Pharaoh,PERSON
,46,31,Canaan,GPE
,46,33,Pharaoh,PERSON
,46,34,Goshen,GPE
,46,34,Egyptians,NORP
,47,1,Joseph,PERSON
,47,1,Pharaoh,PERSON
,47,1,Canaan,GPE
,47,1,Goshen,GPE
,47,2,five,CARDINAL
,47,2,Pharaoh,PERSON
,47,3,Pharaoh,PERSON
,47,3,Pharaoh,PERSON
,47,4,Pharaoh,PERSON
,47,4,Canaan,GPE
,47,4,Goshen,GPE
,47,5,Pharaoh,PERSON
,47,5,Joseph,PERSON
,47,6,Egypt,GPE
,47,6,Goshen,GPE
,47,7,Joseph,PERSON
,47,7,Jacob,PERSON
,47,7,Pharaoh,PERSON
,47,7,Jacob,PERSON
,47,7,Pharaoh,PERSON
,47,8,Pharaoh,PERSON
,47,8,Jacob,PERSON
,47,9,Jacob,PERSON
,47,9,Pharaoh,PERSON
,47,9,an hundred and thirty years,CARDINAL
,47,9,the days of the years,DATE
,47,9,the days of the years,DATE
,47,9,the days,DATE
,47,10,Jacob,PERSON
,47,10,Pharaoh,PERSON
,47,10,Pharaoh,PERSON
,47,11,Joseph,PERSON
,47,11,Egypt,GPE
,47,11,Rameses,PERSON
,47,11,Pharaoh,PERSON
,47,12,Joseph,PERSON
,47,13,so,PERSON
,47,13,Egypt,GPE
,47,13,Canaan,GPE
,47,14,Joseph,PERSON
,47,14,Egypt,GPE
,47,14,Canaan,GPE
,47,14,Joseph,PERSON
,47,14,Pharaoh,PERSON
,47,15,Egypt,GPE
,47,15,Canaan,GPE
,47,15,Egyptians,NORP
,47,15,Joseph,PERSON
,47,16,Joseph,PERSON
,47,17,Joseph,PERSON
,47,17,Joseph,PERSON
,47,17,that year,DATE
,47,18,that year,DATE
,47,18,the second year,DATE
,47,19,Pharaoh,PERSON
,47,20,Joseph,PERSON
,47,20,Egypt,GPE
,47,20,Pharaoh,PERSON
,47,20,Egyptians,NORP
,47,20,so,PERSON
,47,20,Pharaoh,PERSON
,47,21,one,CARDINAL
,47,21,Egypt,GPE
,47,22,Pharaoh,PERSON
,47,22,Pharaoh,PERSON
,47,23,Joseph,PERSON
,47,23,this day,DATE
,47,23,Pharaoh,PERSON
,47,24,fifth,ORDINAL
,47,24,Pharaoh,PERSON
,47,24,four,CARDINAL
,47,25,Pharaoh,PERSON
,47,26,Joseph,PERSON
,47,26,Egypt,GPE
,47,26,this day,DATE
,47,26,Pharaoh,PERSON
,47,26,fifth,ORDINAL
,47,26,Pharaoh,PERSON
,47,27,Israel,GPE
,47,27,Egypt,GPE
,47,27,Goshen,GPE
,47,28,Jacob,PERSON
,47,28,Egypt,GPE
,47,28,seventeen years,DATE
,47,28,so,PERSON
,47,28,Jacob,PERSON
,47,29,Israel,GPE
,47,29,Joseph,PERSON
,47,29,put,PERSON
,47,29,Egypt,GPE
,47,30,Egypt,GPE
,47,31,Israel,GPE
,48,1,"Joseph, Behold",PERSON
,48,1,two,CARDINAL
,48,1,Manasseh,PERSON
,48,1,Ephraim,PERSON
,48,2,Jacob,PERSON
,48,2,Behold,PERSON
,48,2,Joseph,PERSON
,48,2,Israel,GPE
,48,3,Jacob,PERSON
,48,3,Joseph,PERSON
,48,3,Luz,PERSON
,48,3,Canaan,GPE
,48,4,Behold,PERSON
,48,5,two,CARDINAL
,48,5,Ephraim,PERSON
,48,5,Manasseh,PERSON
,48,5,Egypt,GPE
,48,5,Egypt,GPE
,48,5,Reuben,PERSON
,48,5,Simeon,PERSON
,48,7,Padan,PERSON
,48,7,Rachel,PERSON
,48,7,Canaan,GPE
,48,7,Ephrath,PERSON
,48,7,Ephrath,ORG
,48,7,Bethlehem,ORG
,48,8,Israel,GPE
,48,8,Joseph,PERSON
,48,9,Joseph,PERSON
,48,10,Israel,GPE
,48,10,so,PERSON
,48,11,Israel,GPE
,48,11,Joseph,PERSON
,48,12,Joseph,PERSON
,48,13,Joseph,PERSON
,48,13,Ephraim,PERSON
,48,13,Israel,GPE
,48,13,Manasseh,PERSON
,48,13,Israel,GPE
,48,14,Israel,GPE
,48,14,Ephraim,PERSON
,48,14,Manasseh,ORG
,48,14,Manasseh,PERSON
,48,15,Joseph,PERSON
,48,15,Abraham,PERSON
,48,15,Isaac,PERSON
,48,15,fed,ORG
,48,15,this day,DATE
,48,16,Angel,PERSON
,48,16,on,PERSON
,48,16,Abraham,PERSON
,48,16,Isaac,PERSON
,48,17,Joseph,PERSON
,48,17,Ephraim,PERSON
,48,17,Ephraim,PERSON
,48,17,Manasseh,PERSON
,48,18,Joseph,PERSON
,48,18,so,PERSON
,48,18,put,PERSON
,48,20,that day,DATE
,48,20,Israel,GPE
,48,20,Ephraim,PERSON
,48,20,Manasseh,PERSON
,48,20,Ephraim,PERSON
,48,20,Manasseh,PERSON
,48,21,Israel,GPE
,48,21,"Joseph, Behold",PERSON
,48,22,one,CARDINAL
,48,22,Amorite,PERSON
,49,1,Jacob,PERSON
,49,1,Gather,PERSON
,49,1,the last days,DATE
,49,2,Jacob,PERSON
,49,2,Israel,GPE
,49,3,Reuben,PERSON
,49,5,Simeon,PERSON
,49,5,Levi,PERSON
,49,7,Jacob,PERSON
,49,7,Israel,GPE
,49,8,Judah,PERSON
,49,9,Judah,PERSON
,49,10,Judah,GPE
,49,10,Shiloh,GPE
,49,13,Zebulun,PERSON
,49,13,Zidon,PERSON
,49,14,Issachar,WORK_OF_ART
,49,14,between two,CARDINAL
,49,16,Dan,PERSON
,49,16,Israel,GPE
,49,17,Dan,PERSON
,49,17,so,PERSON
,49,19,Gad,PERSON
,49,20,Asher,PERSON
,49,21,Naphtali,PERSON
,49,22,Joseph,PERSON
,49,24,Jacob,PERSON
,49,24,Israel,GPE
,49,26,on,PERSON
,49,26,Joseph,PERSON
,49,26,on,PERSON
,49,27,Benjamin shall ravin,PERSON
,49,28,twelve,CARDINAL
,49,28,Israel,GPE
,49,29,Ephron,PERSON
,49,29,Hittite,NORP
,49,30,Machpelah,ORG
,49,30,Mamre,ORG
,49,30,Canaan,GPE
,49,30,Abraham,PERSON
,49,30,Ephron,PERSON
,49,30,Hittite,NORP
,49,31,Abraham,PERSON
,49,31,Sarah,PERSON
,49,31,Isaac,PERSON
,49,31,Rebekah,PERSON
,49,31,Leah,PERSON
,49,32,Heth,PERSON
,49,33,Jacob,PERSON
,50,1,Joseph,PERSON
,50,2,Joseph,PERSON
,50,2,Israel,GPE
,50,3,forty days,DATE
,50,3,so,PERSON
,50,3,the days,DATE
,50,3,Egyptians,NORP
,50,3,threescore and ten days,DATE
,50,4,the days,DATE
,50,4,Joseph,PERSON
,50,4,Pharaoh,PERSON
,50,4,Pharaoh,PERSON
,50,5,Lo,PERSON
,50,5,Canaan,GPE
,50,6,Pharaoh,PERSON
,50,7,Joseph,PERSON
,50,7,Pharaoh,PERSON
,50,7,Egypt,GPE
,50,8,Joseph,PERSON
,50,8,Goshen,GPE
,50,10,Atad,GPE
,50,10,Jordan,GPE
,50,10,seven days,DATE
,50,11,Canaanites,ORG
,50,11,Atad,GPE
,50,11,Egyptians,NORP
,50,11,Abelmizraim,FAC
,50,11,Jordan,GPE
,50,13,Canaan,GPE
,50,13,Machpelah,ORG
,50,13,Abraham,PERSON
,50,13,Ephron,PERSON
,50,13,Hittite,NORP
,50,13,Mamre,LOC
,50,14,Joseph,PERSON
,50,14,Egypt,GPE
,50,15,Joseph,PERSON
,50,15,Joseph,PERSON
,50,16,Joseph,PERSON
,50,17,So,PERSON
,50,17,Joseph,PERSON
,50,17,Joseph,PERSON
,50,18,Behold,PERSON
,50,19,Joseph,PERSON
,50,20,this day,DATE
,50,22,Joseph,PERSON
,50,22,Egypt,GPE
,50,22,Joseph,PERSON
,50,22,an hundred and ten years,CARDINAL
,50,23,Joseph,PERSON
,50,23,Ephraim,PERSON
,50,23,third,ORDINAL
,50,23,Machir,LOC
,50,23,Manasseh,PERSON
,50,23,Joseph,PERSON
,50,24,Joseph,PERSON
,50,24,Abraham,PERSON
,50,24,Isaac,PERSON
,50,24,Jacob,PERSON
,50,25,Joseph,PERSON
,50,25,Israel,GPE
,50,26,So,PERSON
,50,26,Joseph,PERSON
,50,26,an hundred and ten years old,CARDINAL
,50,26,put,PERSON
,50,26,Egypt,GPE
,1,1,Israel,GPE
,1,1,Egypt,GPE
,1,1,Jacob,PERSON
,1,2,Reuben,PERSON
,1,2,Simeon,PERSON
,1,2,Levi,PERSON
,1,2,Judah,PERSON
,1,3,Issachar,PERSON
,1,3,Zebulun,PERSON
,1,3,Benjamin,PERSON
,1,4,Dan,PERSON
,1,4,Naphtali,PERSON
,1,4,Gad,PERSON
,1,4,Asher,PERSON
,1,5,Jacob,PERSON
,1,5,seventy,CARDINAL
,1,5,Joseph,PERSON
,1,5,Egypt,GPE
,1,6,Joseph,PERSON
,1,7,Israel,GPE
,1,8,Egypt,GPE
,1,8,Joseph,PERSON
,1,9,Israel,GPE
,1,10,on,PERSON
,1,10,so,PERSON
,1,11,Pharaoh,PERSON
,1,11,Pithom and Raamses,ORG
,1,12,Israel,GPE
,1,13,Egyptians,NORP
,1,13,Israel,GPE
,1,15,Egypt,GPE
,1,15,Hebrew,NORP
,1,15,Shiphrah,PERSON
,1,15,Puah,PERSON
,1,16,Hebrew,NORP
,1,16,daughter,PERSON
,1,17,Egypt,GPE
,1,18,Egypt,GPE
,1,19,Pharaoh,PERSON
,1,19,Hebrew,NORP
,1,19,Egyptian,NORP
,1,22,Pharaoh,PERSON
,1,22,daughter,PERSON
,2,1,Levi,PERSON
,2,1,daughter,PERSON
,2,1,Levi,PERSON
,2,2,three months,DATE
,2,3,ark,PERSON
,2,3,put,PERSON
,2,5,daughter,PERSON
,2,5,Pharaoh,PERSON
,2,5,ark,PERSON
,2,6,on,PERSON
,2,6,Hebrews,ORG
,2,7,Pharaoh,PERSON
,2,7,daughter,PERSON
,2,7,Hebrew,NORP
,2,8,Pharaoh,PERSON
,2,8,daughter,PERSON
,2,9,Pharaoh,PERSON
,2,9,daughter,PERSON
,2,10,Pharaoh,PERSON
,2,10,daughter,PERSON
,2,10,Moses,PERSON
,2,11,those days,DATE
,2,11,Moses,PERSON
,2,11,on,PERSON
,2,11,Egyptian,NORP
,2,11,Hebrew,LANGUAGE
,2,12,Egyptian,NORP
,2,13,the second day,DATE
,2,13,two,CARDINAL
,2,13,Hebrews,NORP
,2,14,intendest,PERSON
,2,14,Egyptian,NORP
,2,14,Moses,PERSON
,2,15,Pharaoh,PERSON
,2,15,Moses,PERSON
,2,15,Moses,PERSON
,2,15,Pharaoh,PERSON
,2,15,Midian,PERSON
,2,16,Midian,ORG
,2,16,seven,CARDINAL
,2,17,Moses,PERSON
,2,18,Reuel,PERSON
,2,18,so,PERSON
,2,19,Egyptian,NORP
,2,21,Moses,PERSON
,2,21,Moses Zipporah,PERSON
,2,21,daughter,PERSON
,2,22,Gershom,PERSON
,2,23,Egypt,GPE
,2,23,Israel,GPE
,2,24,Abraham,PERSON
,2,24,Isaac,PERSON
,2,24,Jacob,PERSON
,2,25,Israel,GPE
,3,1,Moses,PERSON
,3,1,Jethro,PERSON
,3,1,Midian,PERSON
,3,1,Horeb,ORG
,3,2,bush,PERSON
,3,2,bush,PERSON
,3,2,bush,PERSON
,3,3,Moses,PERSON
,3,3,bush,PERSON
,3,4,bush,PERSON
,3,4,Moses,PERSON
,3,4,Moses,PERSON
,3,4,I.,PERSON
,3,5,put,PERSON
,3,6,Abraham,PERSON
,3,6,Isaac,PERSON
,3,6,Jacob,PERSON
,3,6,Moses,PERSON
,3,7,Egypt,GPE
,3,8,Egyptians,NORP
,3,8,Canaanites,ORG
,3,8,Hittites,NORP
,3,8,Amorites,ORG
,3,8,Perizzites,FAC
,3,8,Hivites,LOC
,3,8,Jebusites,LOC
,3,9,Israel,GPE
,3,9,Egyptians,NORP
,3,10,Pharaoh,PERSON
,3,10,Israel,GPE
,3,10,Egypt,GPE
,3,11,Moses,PERSON
,3,11,Pharaoh,PERSON
,3,11,Israel,GPE
,3,11,Egypt,GPE
,3,12,Egypt,GPE
,3,13,Moses,PERSON
,3,13,Israel,GPE
,3,14,Moses,PERSON
,3,14,Israel,GPE
,3,15,Moses,PERSON
,3,15,Israel,GPE
,3,15,Abraham,PERSON
,3,15,Isaac,PERSON
,3,15,Jacob,PERSON
,3,16,Israel,GPE
,3,16,Abraham,PERSON
,3,16,Isaac,PERSON
,3,16,Jacob,PERSON
,3,16,Egypt,GPE
,3,17,Egypt,GPE
,3,17,Canaanites,ORG
,3,17,Hittites,NORP
,3,17,Amorites,ORG
,3,17,Perizzites,FAC
,3,17,Hivites,LOC
,3,17,Jebusites,LOC
,3,18,Israel,GPE
,3,18,Egypt,GPE
,3,18,Hebrews,LOC
,3,18,three days',DATE
,3,19,Egypt,GPE
,3,20,Egypt,GPE
,3,21,Egyptians,NORP
,3,22,put,PERSON
,3,22,Egyptians,NORP
,4,1,Moses,PERSON
,4,3,on,PERSON
,4,3,on,PERSON
,4,3,Moses,PERSON
,4,4,Moses,PERSON
,4,4,Put,PERSON
,4,4,put,PERSON
,4,5,Abraham,PERSON
,4,5,Isaac,PERSON
,4,5,Jacob,PERSON
,4,6,Put,PERSON
,4,6,put,PERSON
,4,7,Put,PERSON
,4,7,put,PERSON
,4,8,first,ORDINAL
,4,9,two,CARDINAL
,4,10,Moses,PERSON
,4,14,Moses,PERSON
,4,14,Aaron,PERSON
,4,14,Levite,PERSON
,4,15,put,PERSON
,4,18,Moses,PERSON
,4,18,Jethro,PERSON
,4,18,Egypt,GPE
,4,18,Jethro,PERSON
,4,18,Moses,PERSON
,4,19,Moses,PERSON
,4,19,Midian,PERSON
,4,19,Egypt,GPE
,4,20,Moses,PERSON
,4,20,Egypt,GPE
,4,20,Moses,PERSON
,4,21,Moses,PERSON
,4,21,Egypt,GPE
,4,21,Pharaoh,PERSON
,4,21,put,PERSON
,4,22,Pharaoh,PERSON
,4,22,Israel,GPE
,4,25,Zipporah,PERSON
,4,26,So,PERSON
,4,27,Aaron,PERSON
,4,27,Moses,PERSON
,4,28,Moses,PERSON
,4,28,Aaron,PERSON
,4,29,Moses,PERSON
,4,29,Aaron,PERSON
,4,29,Israel,GPE
,4,30,Aaron,PERSON
,4,30,Moses,PERSON
,4,31,Israel,GPE
,5,1,Moses,PERSON
,5,1,Aaron,PERSON
,5,1,Pharaoh,PERSON
,5,1,Israel,GPE
,5,2,Pharaoh,PERSON
,5,2,Israel,GPE
,5,2,Israel,GPE
,5,3,Hebrews,LOC
,5,3,three days',DATE
,5,4,Egypt,GPE
,5,4,Moses,PERSON
,5,4,Aaron,PERSON
,5,5,Pharaoh,PERSON
,5,5,Behold,PERSON
,5,6,Pharaoh,PERSON
,5,10,Pharaoh,PERSON
,5,12,So,PERSON
,5,12,Egypt,GPE
,5,13,daily,DATE
,5,14,Israel,GPE
,5,14,Pharaoh,PERSON
,5,14,yesterday,DATE
,5,15,Israel,GPE
,5,15,Pharaoh,PERSON
,5,17,Ye,PERSON
,5,19,Israel,GPE
,5,19,Ye,PERSON
,5,19,daily,DATE
,5,20,Moses,PERSON
,5,20,Aaron,PERSON
,5,20,Pharaoh,PERSON
,5,21,Pharaoh,PERSON
,5,21,put,PERSON
,5,22,Moses,PERSON
,5,22,so,PERSON
,5,23,Pharaoh,PERSON
,6,1,Moses,PERSON
,6,1,Pharaoh,PERSON
,6,2,Moses,PERSON
,6,3,Abraham,PERSON
,6,3,Isaac,PERSON
,6,3,Jacob,PERSON
,6,3,God Almighty,ORG
,6,3,JEHOVAH,PERSON
,6,4,Canaan,GPE
,6,5,Israel,GPE
,6,5,Egyptians,NORP
,6,6,Israel,GPE
,6,6,Egyptians,NORP
,6,7,Egyptians,NORP
,6,8,Abraham,PERSON
,6,8,Isaac,PERSON
,6,8,Jacob,PERSON
,6,9,Moses,PERSON
,6,9,so,PERSON
,6,9,Israel,GPE
,6,9,Moses,PERSON
,6,10,Moses,PERSON
,6,11,Pharaoh,PERSON
,6,11,Egypt,GPE
,6,11,Israel,GPE
,6,12,Moses,PERSON
,6,12,Behold,PERSON
,6,12,Israel,GPE
,6,12,Pharaoh,PERSON
,6,13,Moses,PERSON
,6,13,Aaron,PERSON
,6,13,Israel,GPE
,6,13,Pharaoh,PERSON
,6,13,Egypt,GPE
,6,13,Israel,GPE
,6,13,Egypt,GPE
,6,14,Reuben,PERSON
,6,14,Israel,GPE
,6,14,Hanoch,PERSON
,6,14,Pallu,ORG
,6,14,Hezron,ORG
,6,14,Carmi,PERSON
,6,14,Reuben,PERSON
,6,15,Simeon,PERSON
,6,15,Jemuel,GPE
,6,15,Jamin,PERSON
,6,15,Ohad,ORG
,6,15,Jachin,GPE
,6,15,Zohar,PERSON
,6,15,Shaul,PERSON
,6,15,Canaanitish,PERSON
,6,15,Simeon,PERSON
,6,16,Levi,PERSON
,6,16,Gershon,PERSON
,6,16,Kohath,PERSON
,6,16,Merari,ORG
,6,16,the years,DATE
,6,16,Levi,PERSON
,6,16,an hundred thirty and,CARDINAL
,6,17,Gershon,PERSON
,6,17,Libni,GPE
,6,17,Shimi,PERSON
,6,18,Kohath,GPE
,6,18,Amram,ORG
,6,18,Izhar,ORG
,6,18,Hebron,GPE
,6,18,Uzziel,ORG
,6,18,the years,DATE
,6,18,Kohath,GPE
,6,18,an hundred thirty and,CARDINAL
,6,19,Merari,ORG
,6,19,Mahali,PERSON
,6,19,Mushi,PERSON
,6,19,Levi,PERSON
,6,20,Amram,ORG
,6,20,Jochebed,ORG
,6,20,Aaron,PERSON
,6,20,Moses,PERSON
,6,20,the years,DATE
,6,20,Amram,ORG
,6,20,an hundred and thirty and,CARDINAL
,6,21,Izhar,ORG
,6,21,Korah,GPE
,6,21,Nepheg,PERSON
,6,21,Zichri,PERSON
,6,22,Uzziel,ORG
,6,22,Mishael,PERSON
,6,22,Elzaphan,GPE
,6,22,Zithri,PERSON
,6,23,Aaron,PERSON
,6,23,Elisheba,ORG
,6,23,daughter,PERSON
,6,23,Amminadab,ORG
,6,23,Naashon,ORG
,6,23,Nadab,GPE
,6,23,Abihu,PERSON
,6,23,Eleazar,PERSON
,6,23,Ithamar,PERSON
,6,24,Korah,GPE
,6,24,Assir,PERSON
,6,24,Elkanah,PERSON
,6,24,Abiasaph,PERSON
,6,24,Korhites,LOC
,6,25,Eleazar Aaron's,PERSON
,6,25,one,CARDINAL
,6,25,Putiel,PERSON
,6,25,Phinehas,PERSON
,6,25,Levites,ORG
,6,26,Aaron,PERSON
,6,26,Moses,PERSON
,6,26,Israel,GPE
,6,26,Egypt,GPE
,6,27,Pharaoh,PERSON
,6,27,Egypt,GPE
,6,27,Israel,GPE
,6,27,Egypt,GPE
,6,27,Moses,PERSON
,6,27,Aaron,PERSON
,6,28,on,PERSON
,6,28,the day,DATE
,6,28,Moses,PERSON
,6,28,Egypt,GPE
,6,29,Moses,PERSON
,6,29,Pharaoh,PERSON
,6,29,Egypt,GPE
,6,30,Moses,PERSON
,6,30,Behold,PERSON
,6,30,Pharaoh,PERSON
,7,1,Moses,PERSON
,7,1,Pharaoh,PERSON
,7,1,Aaron,PERSON
,7,2,Aaron,PERSON
,7,2,Pharaoh,PERSON
,7,2,Israel,GPE
,7,3,Pharaoh,PERSON
,7,3,Egypt,GPE
,7,4,Pharaoh,PERSON
,7,4,Egypt,GPE
,7,4,Israel,GPE
,7,4,Egypt,GPE
,7,5,Egyptians,NORP
,7,5,Egypt,GPE
,7,5,Israel,GPE
,7,6,Moses,PERSON
,7,6,Aaron,PERSON
,7,6,so,PERSON
,7,7,Moses,PERSON
,7,7,fourscore years old,DATE
,7,7,Aaron,PERSON
,7,7,three years old,DATE
,7,7,Pharaoh,PERSON
,7,8,Moses,PERSON
,7,8,Aaron,PERSON
,7,9,Pharaoh,PERSON
,7,9,Aaron,PERSON
,7,9,Pharaoh,PERSON
,7,10,Moses,PERSON
,7,10,Aaron,PERSON
,7,10,Pharaoh,PERSON
,7,10,so,PERSON
,7,10,Aaron,PERSON
,7,10,Pharaoh,PERSON
,7,11,Pharaoh,PERSON
,7,11,Egypt,GPE
,7,12,Aaron,PERSON
,7,13,Pharaoh,PERSON
,7,14,Moses,PERSON
,7,14,Pharaoh,PERSON
,7,15,Pharaoh,PERSON
,7,16,Hebrews,LOC
,7,18,Egyptians,NORP
,7,19,Moses,PERSON
,7,19,Aaron,PERSON
,7,19,Egypt,GPE
,7,19,Egypt,GPE
,7,20,Moses,PERSON
,7,20,Aaron,PERSON
,7,20,so,PERSON
,7,20,Pharaoh,PERSON
,7,21,Egyptians,NORP
,7,21,Egypt,GPE
,7,22,Egypt,GPE
,7,22,so,PERSON
,7,22,Pharaoh,PERSON
,7,23,Pharaoh,PERSON
,7,24,Egyptians,NORP
,7,25,seven days,DATE
,8,1,Moses,PERSON
,8,1,Pharaoh,PERSON
,8,3,thine house,ORG
,8,4,on,PERSON
,8,5,Moses,PERSON
,8,5,Aaron,PERSON
,8,5,Egypt,GPE
,8,6,Aaron,PERSON
,8,6,Egypt,GPE
,8,6,Egypt,GPE
,8,7,so,PERSON
,8,7,Egypt,GPE
,8,8,Pharaoh,PERSON
,8,8,Moses,PERSON
,8,8,Aaron,PERSON
,8,8,Intreat the LORD,ORG
,8,9,Moses,PERSON
,8,9,Pharaoh,PERSON
,8,12,Moses,PERSON
,8,12,Aaron,PERSON
,8,12,Pharaoh,PERSON
,8,12,Moses,PERSON
,8,12,Pharaoh,PERSON
,8,13,Moses,PERSON
,8,15,Pharaoh,PERSON
,8,16,Moses,PERSON
,8,16,Aaron,PERSON
,8,16,Egypt,GPE
,8,17,so,PERSON
,8,17,Aaron,PERSON
,8,17,Egypt,GPE
,8,18,so,PERSON
,8,18,so,PERSON
,8,19,Pharaoh,PERSON
,8,19,Pharaoh,PERSON
,8,20,Moses,PERSON
,8,20,early in the morning,TIME
,8,20,Pharaoh,PERSON
,8,21,Egyptians,NORP
,8,22,that day,DATE
,8,22,Goshen,GPE
,8,23,put,PERSON
,8,24,so,PERSON
,8,24,Pharaoh,PERSON
,8,24,Egypt,GPE
,8,25,Pharaoh,PERSON
,8,25,Moses,PERSON
,8,25,Aaron,PERSON
,8,26,Moses,PERSON
,8,26,so,PERSON
,8,26,Egyptians,NORP
,8,26,Egyptians,NORP
,8,27,three days',DATE
,8,28,Pharaoh,PERSON
,8,29,Moses,PERSON
,8,29,Behold,PERSON
,8,29,Pharaoh,PERSON
,8,29,Pharaoh,PERSON
,8,30,Moses,PERSON
,8,30,Pharaoh,PERSON
,8,31,Moses,PERSON
,8,31,Pharaoh,PERSON
,8,32,Pharaoh,PERSON
,9,1,Moses,PERSON
,9,1,Pharaoh,PERSON
,9,1,Hebrews,NORP
,9,4,Israel,GPE
,9,4,Egypt,GPE
,9,4,Israel,GPE
,9,6,on,PERSON
,9,6,Egypt,GPE
,9,6,Israel,GPE
,9,7,Pharaoh,PERSON
,9,7,Israelites,NORP
,9,7,Pharaoh,PERSON
,9,8,Moses,PERSON
,9,8,Aaron,PERSON
,9,8,Moses,PERSON
,9,8,Pharaoh,PERSON
,9,9,Egypt,GPE
,9,9,Egypt,GPE
,9,10,Pharaoh,PERSON
,9,10,Moses,PERSON
,9,11,Moses,PERSON
,9,11,Egyptians,NORP
,9,12,Pharaoh,PERSON
,9,12,Moses,PERSON
,9,13,Moses,PERSON
,9,13,early in the morning,TIME
,9,13,Pharaoh,PERSON
,9,13,Hebrews,NORP
,9,18,Egypt,GPE
,9,20,Pharaoh,PERSON
,9,22,Moses,PERSON
,9,22,Egypt,GPE
,9,22,Egypt,GPE
,9,23,Moses,PERSON
,9,23,Egypt,GPE
,9,24,So,PERSON
,9,24,Egypt,GPE
,9,25,Egypt,GPE
,9,26,Goshen,GPE
,9,26,Israel,GPE
,9,27,Pharaoh,PERSON
,9,27,Moses,PERSON
,9,27,Aaron,PERSON
,9,29,Moses,PERSON
,9,33,Moses,PERSON
,9,33,Pharaoh,PERSON
,9,34,Pharaoh,PERSON
,9,35,Pharaoh,PERSON
,9,35,Israel,GPE
,9,35,Moses,PERSON
,10,1,Moses,PERSON
,10,1,Pharaoh,PERSON
,10,2,Egypt,GPE
,10,3,Moses,PERSON
,10,3,Aaron,PERSON
,10,3,Pharaoh,PERSON
,10,3,Hebrews,NORP
,10,6,Egyptians,NORP
,10,6,the day,DATE
,10,6,this day,DATE
,10,6,Pharaoh,PERSON
,10,7,Pharaoh,PERSON
,10,7,Egypt,GPE
,10,8,Moses,PERSON
,10,8,Aaron,PERSON
,10,8,Pharaoh,PERSON
,10,9,Moses,PERSON
,10,10,so,PERSON
,10,11,so,PERSON
,10,11,Pharaoh,PERSON
,10,12,Moses,PERSON
,10,12,Egypt,GPE
,10,12,Egypt,GPE
,10,13,Moses,PERSON
,10,13,Egypt,GPE
,10,14,Egypt,GPE
,10,14,Egypt,GPE
,10,15,so,PERSON
,10,15,Egypt,GPE
,10,16,Pharaoh,PERSON
,10,16,Moses,PERSON
,10,16,Aaron,PERSON
,10,17,death,PERSON
,10,18,Pharaoh,PERSON
,10,19,one,CARDINAL
,10,19,Egypt,GPE
,10,20,Pharaoh,PERSON
,10,20,so,PERSON
,10,20,Israel,GPE
,10,21,Moses,PERSON
,10,21,Egypt,GPE
,10,22,Moses,PERSON
,10,22,Egypt,GPE
,10,22,three days,DATE
,10,23,three days,DATE
,10,23,Israel,GPE
,10,24,Pharaoh,PERSON
,10,24,Moses,PERSON
,10,25,Moses,PERSON
,10,25,Thou,PERSON
,10,27,Pharaoh,PERSON
,10,28,Pharaoh,PERSON
,10,28,that day,DATE
,10,29,Moses,PERSON
,10,29,Thou,PERSON
,11,1,Moses,PERSON
,11,1,one,CARDINAL
,11,1,Pharaoh,PERSON
,11,1,Egypt,GPE
,11,3,Egyptians,NORP
,11,3,Moses,PERSON
,11,3,Egypt,GPE
,11,3,Pharaoh,PERSON
,11,4,Moses,PERSON
,11,4,About midnight,TIME
,11,4,Egypt,GPE
,11,5,Egypt,GPE
,11,5,first,ORDINAL
,11,5,Pharaoh,PERSON
,11,6,Egypt,GPE
,11,7,Israel,GPE
,11,7,put,PERSON
,11,7,Egyptians,NORP
,11,7,Israel,GPE
,11,8,Pharaoh,PERSON
,11,9,Moses,PERSON
,11,9,Pharaoh,PERSON
